peliculas_no_2_6	1	1	La	el	da0fs0	article	-	-	-	
peliculas_no_2_6	1	2	película	película	ncfs000	common	-	-	-	
peliculas_no_2_6	1	3	esta	este	dd0fs0	demonstrative	-	-	-	
peliculas_no_2_6	1	4	currada	currar	vmp00sf	main	-	-	-	
peliculas_no_2_6	1	5	en_cuanto_a	en_cuanto_a	sps00	preposition	-	-	-	
peliculas_no_2_6	1	6	la	el	da0fs0	article	-	-	-	
peliculas_no_2_6	1	7	calidad	calidad	ncfs000	common	-	-	-	
peliculas_no_2_6	1	8	de	de	sps00	preposition	-	-	-	
peliculas_no_2_6	1	9	los	el	da0mp0	article	-	-	-	
peliculas_no_2_6	1	10	dibujos	dibujo	ncmp000	common	-	-	-	
peliculas_no_2_6	1	11	,	,	fc	-	-	-	-	
peliculas_no_2_6	1	12	de	de	sps00	preposition	-	-	-	
peliculas_no_2_6	1	13	verdad	verdad	ncfs000	common	-	-	-	
peliculas_no_2_6	1	14	que	que	pr0cn000	relative	-	-	-	
peliculas_no_2_6	1	15	está	estar	vaip3s0	auxiliary	-	-	-	
peliculas_no_2_6	1	16	muy	muy	rg	-	-	-	-	
peliculas_no_2_6	1	17	bien	bien	rg	-	-	-	-	
peliculas_no_2_6	1	18	hecha	hacer	vmp00sf	main	-	-	-	
peliculas_no_2_6	1	19	y	y	cc	coordinating	-	-	-	
peliculas_no_2_6	1	20	el	el	da0ms0	article	-	-	-	
peliculas_no_2_6	1	21	argumento	argumento	ncms000	common	-	-	-	
peliculas_no_2_6	1	22	pampoco	pampoco	rg	-	-	-	-	
peliculas_no_2_6	1	23	está	estar	vaip3s0	auxiliary	-	-	-	
peliculas_no_2_6	1	24	mal	mal	rg	-	-	-	-	
peliculas_no_2_6	1	25	,	,	fc	-	-	-	-	
peliculas_no_2_6	1	26	pero	pero	cc	coordinating	-	-	-	
peliculas_no_2_6	1	27	creo	crear	vmip1s0	main	-	-	-	
peliculas_no_2_6	1	28	que	que	cs	subordinating	-	-	-	
peliculas_no_2_6	1	29	no	no	rn	negative	no	-	-	
peliculas_no_2_6	1	30	lo	lo	pp3cna00	personal	-	-	-	
peliculas_no_2_6	1	31	han	haber	vaip3p0	auxiliary	-	-	-	
peliculas_no_2_6	1	32	enfocado	enfocar	vmp00sm	main	-	-	-	
peliculas_no_2_6	1	33	desde	desde	sps00	preposition	-	-	-	
peliculas_no_2_6	1	34	un	uno	di0ms0	indefinite	-	-	-	
peliculas_no_2_6	1	35	punto	punto	ncms000	common	-	-	-	
peliculas_no_2_6	1	36	de	de	sps00	preposition	-	-	-	
peliculas_no_2_6	1	37	vista	vista	ncfs000	common	-	-	-	
peliculas_no_2_6	1	38	entretenido	entretener	vmp00sm	main	-	-	-	
peliculas_no_2_6	1	39	.	.	fp	-	-	-	-	

peliculas_no_2_6	2	1	O_sea	o_sea	np00000	proper	***	
peliculas_no_2_6	3	4	un	uno	di0ms0	indefinite	***	
peliculas_no_2_6	3	5	clásico	clásico	aq0ms0	qualificative	***	
peliculas_no_2_6	3	6	más	más	rg	-	***	
peliculas_no_2_6	3	7	de	de	sps00	preposition	***	
peliculas_no_2_6	3	8	disney	disney	ncfs000	common	***	
peliculas_no_2_6	3	9	.	.	fp	-	***	

peliculas_no_2_6	4	1	Tiene	tener	vmip3s0	main	***	
peliculas_no_2_6	4	2	momentos	momento	ncmp000	common	***	
peliculas_no_2_6	4	3	muy	muy	rg	-	***	
peliculas_no_2_6	4	4	tiernos	tierno	aq0mp0	qualificative	***	
peliculas_no_2_6	4	5	y	y	cc	coordinating	***	
peliculas_no_2_6	4	6	todo	todo	di0ms0	indefinite	***	
peliculas_no_2_6	4	7	lo	el	da0ns0	article	***	
peliculas_no_2_6	4	8	demás	demás	pi0cp000	indefinite	***	
peliculas_no_2_6	4	9	y	y	cc	coordinating	***	
peliculas_no_2_6	4	10	menos	menos	rg	-	***	
peliculas_no_2_6	4	11	momentos	momento	ncmp000	common	***	
peliculas_no_2_6	4	12	de	de	sps00	preposition	***	
peliculas_no_2_6	4	13	risas	risa	ncfp000	common	***	
peliculas_no_2_6	4	14	.	.	fp	-	***	

peliculas_no_2_6	5	1	Les	le	pp3cpd00	personal	***	
peliculas_no_2_6	5	2	coges	coger	vmip2s0	main	***	
peliculas_no_2_6	5	3	cariño	cariño	ncms000	common	***	
peliculas_no_2_6	5	4	a	a	sps00	preposition	***	
peliculas_no_2_6	5	5	los	el	da0mp0	article	***	
peliculas_no_2_6	5	6	ratones	ratón	ncmp000	common	***	
peliculas_no_2_6	5	7	y	y	cc	coordinating	***	
peliculas_no_2_6	5	8	un	uno	di0ms0	indefinite	***	
peliculas_no_2_6	5	9	poco	poco	pi0ms000	indefinite	***	
peliculas_no_2_6	5	10	de	de	sps00	preposition	***	
peliculas_no_2_6	5	11	manía	manía	ncfs000	common	***	
peliculas_no_2_6	5	12	a	a	sps00	preposition	***	
peliculas_no_2_6	5	13	los	el	da0mp0	article	***	
peliculas_no_2_6	5	14	chefs	chefs	ncmp000	common	***	
peliculas_no_2_6	5	15	franceses	francés	aq0mp0	qualificative	***	
peliculas_no_2_6	5	16	.	.	fp	-	***	

peliculas_no_2_6	6	1	También	también	rg	-	***	
peliculas_no_2_6	6	2	,	,	fc	-	***	
peliculas_no_2_6	6	3	a	a	sps00	preposition	***	
peliculas_no_2_6	6	4	el	el	da0ms0	article	***	
peliculas_no_2_6	6	5	ver	ver	vmn0000	main	***	
peliculas_no_2_6	6	6	la	el	da0fs0	article	***	
peliculas_no_2_6	6	7	película	película	ncfs000	common	***	
peliculas_no_2_6	6	8	te	te	pp2cs000	personal	***	
peliculas_no_2_6	6	9	da	dar	vmip3s0	main	***	
peliculas_no_2_6	6	10	bastante	bastante	di0cs0	indefinite	***	
peliculas_no_2_6	6	11	hambre	hambre	ncfs000	common	***	
peliculas_no_2_6	6	12	pero	pero	cc	coordinating	***	
peliculas_no_2_6	6	13	la	el	da0fs0	article	***	
peliculas_no_2_6	6	14	verdad	verdad	ncfs000	common	***	
peliculas_no_2_6	6	15	es	ser	vsip3s0	semiauxiliary	***	
peliculas_no_2_6	6	16	que	que	cs	subordinating	***	
peliculas_no_2_6	6	17	yo	yo	pp1csn00	personal	***	
peliculas_no_2_6	6	18	estuve	estar	vais1s0	auxiliary	***	
peliculas_no_2_6	6	19	a_punto_de	a_punto_de	sps00	preposition	***	
peliculas_no_2_6	6	20	dormir	dormir	vmn0000	main	***	
peliculas_no_2_6	6	21	me	me	pp1cs000	personal	***	
peliculas_no_2_6	6	22	a_la_mitad_de	a_la_mitad_de	sps00	preposition	***	
peliculas_no_2_6	6	23	la	el	da0fs0	article	***	
peliculas_no_2_6	6	24	historia	historia	ncfs000	common	***	
peliculas_no_2_6	6	25	.	.	fp	-	***	

peliculas_no_1_17	1	1	LA	la	np00000	proper	***	
peliculas_no_1_17	1	2	PELÍCULA	película	np00000	proper	***	

peliculas_no_1_17	2	1	"	"	fe	-	***	
peliculas_no_1_17	2	2	Mozart	mozart	np00000	proper	***	
peliculas_no_1_17	2	3	descubrió	descubrir	vmis3s0	main	***	
peliculas_no_1_17	2	4	su	su	dp3cs0	possessive	***	
peliculas_no_1_17	2	5	vocación	vocación	ncfs000	common	***	
peliculas_no_1_17	2	6	a	a	sps00	preposition	***	
peliculas_no_1_17	2	7	los	el	da0mp0	article	***	
peliculas_no_1_17	2	8	5	5	z	-	***	
peliculas_no_1_17	2	9	años	año	ncmp000	common	***	
peliculas_no_1_17	2	10	,	,	fc	-	***	
peliculas_no_1_17	2	11	entonces	entonces	rg	-	***	
peliculas_no_1_17	2	12	compuso	componer	vmis3s0	main	***	
peliculas_no_1_17	2	13	su	su	dp3cs0	possessive	***	
peliculas_no_1_17	2	14	primer	1	ao0ms0	ordinal	***	
peliculas_no_1_17	2	15	minueto	minueto	ncms000	common	***	
peliculas_no_1_17	2	16	.	.	fp	-	***	

peliculas_no_1_17	3	1	Picasso	picasso	np00000	proper	***	
peliculas_no_1_17	3	2	descubrió	descubrir	vmis3s0	main	***	
peliculas_no_1_17	3	3	su	su	dp3cs0	possessive	***	
peliculas_no_1_17	3	4	talento	talento	ncms000	common	***	
peliculas_no_1_17	3	5	por	por	sps00	preposition	***	
peliculas_no_1_17	3	6	lo	el	da0ns0	article	***	
peliculas_no_1_17	3	7	pintura	pintura	ncfs000	common	***	
peliculas_no_1_17	3	8	a	a	sps00	preposition	***	
peliculas_no_1_17	3	9	los	el	da0mp0	article	***	
peliculas_no_1_17	3	10	9	9	z	-	***	
peliculas_no_1_17	3	11	años	año	ncmp000	common	***	
peliculas_no_1_17	3	12	,	,	fc	-	***	
peliculas_no_1_17	3	13	Tainkerwood	tainkerwood	np00000	proper	***	
peliculas_no_1_17	3	14	cogió	coger	vmis3s0	main	***	
peliculas_no_1_17	3	15	un	uno	di0ms0	indefinite	***	
peliculas_no_1_17	3	16	palo	palo	ncms000	common	***	
peliculas_no_1_17	3	17	de	de	sps00	preposition	***	
peliculas_no_1_17	3	18	golf	golf	ncmn000	common	***	
peliculas_no_1_17	3	19	bastante	bastante	rg	-	***	
peliculas_no_1_17	3	20	antes_de	antes_de	sps00	preposition	***	
peliculas_no_1_17	3	21	su	su	dp3cs0	possessive	***	
peliculas_no_1_17	3	22	segundo	2	ao0ms0	ordinal	***	
peliculas_no_1_17	3	23	cumpleaños	cumpleaños	ncmn000	common	***	
peliculas_no_1_17	3	24	,	,	fc	-	***	
peliculas_no_1_17	3	25	yo	yo	pp1csn00	personal	***	
peliculas_no_1_17	3	26	tenía	tener	vmii3s0	main	***	
peliculas_no_1_17	3	27	8	8	z	-	***	
peliculas_no_1_17	3	28	años	año	ncmp000	common	***	
peliculas_no_1_17	3	29	cuando	cuando	cs	subordinating	***	
peliculas_no_1_17	3	30	descubrí	descubrir	vmis1s0	main	***	
peliculas_no_1_17	3	31	mi	mi	dp1css	possessive	***	
peliculas_no_1_17	3	32	meta	meta	ncfs000	common	***	
peliculas_no_1_17	3	33	en	en	sps00	preposition	***	
peliculas_no_1_17	3	34	la	el	da0fs0	article	***	
peliculas_no_1_17	3	35	vida	vida	ncfs000	common	***	
peliculas_no_1_17	3	36	"	"	fe	-	***	

peliculas_no_1_17	4	1	Con	con	sps00	preposition	***	
peliculas_no_1_17	4	2	estas	este	dd0fp0	demonstrative	***	
peliculas_no_1_17	4	3	palabras	palabra	ncfp000	common	***	
peliculas_no_1_17	4	4	es	ser	vsip3s0	semiauxiliary	***	
peliculas_no_1_17	4	5	como	como	cs	subordinating	***	
peliculas_no_1_17	4	6	Jane	jane	np00000	proper	***	
peliculas_no_1_17	4	7	,	,	fc	-	***	
peliculas_no_1_17	4	8	la	el	da0fs0	article	***	
peliculas_no_1_17	4	9	protagonista	protagonista	nccs000	common	***	
peliculas_no_1_17	4	10	de	de	sps00	preposition	***	
peliculas_no_1_17	4	11	la	el	da0fs0	article	***	
peliculas_no_1_17	4	12	película	película	ncfs000	common	***	
peliculas_no_1_17	4	13	nos	nos	pp1cp000	personal	***	
peliculas_no_1_17	4	14	introduce	introducir	vmip3s0	main	***	
peliculas_no_1_17	4	15	en	en	sps00	preposition	***	
peliculas_no_1_17	4	16	su	su	dp3cs0	possessive	***	
peliculas_no_1_17	4	17	historia	historia	ncfs000	common	***	
peliculas_no_1_17	4	18	,	,	fc	-	***	
peliculas_no_1_17	4	19	como	como	cs	subordinating	***	
peliculas_no_1_17	4	20	nos	nos	pp1cp000	personal	***	
peliculas_no_1_17	4	21	cuenta	contar	vmip3s0	main	***	
peliculas_no_1_17	4	22	su	su	dp3cs0	possessive	***	
peliculas_no_1_17	4	23	aficción	aficción	ncfs000	common	***	
peliculas_no_1_17	4	24	por	por	sps00	preposition	***	
peliculas_no_1_17	4	25	las	el	da0fp0	article	***	
peliculas_no_1_17	4	26	bodas	boda	ncfp000	common	***	
peliculas_no_1_17	4	27	,	,	fc	-	***	
peliculas_no_1_17	4	28	como	como	cs	subordinating	***	
peliculas_no_1_17	4	29	se	se	p00cn000	-	***	
peliculas_no_1_17	4	30	enamoró	enamorar	vmis3s0	main	***	
peliculas_no_1_17	4	31	de	de	sps00	preposition	***	
peliculas_no_1_17	4	32	ellas	ellos	pp3fp000	personal	***	
peliculas_no_1_17	4	33	y	y	cc	coordinating	***	
peliculas_no_1_17	4	34	como	como	cs	subordinating	***	
peliculas_no_1_17	4	35	decide	decidir	vmip3s0	main	***	
peliculas_no_1_17	4	36	hacer	hacer	vmn0000	main	***	
peliculas_no_1_17	4	37	se	se	pp3cn000	personal	***	
peliculas_no_1_17	4	38	organizadora	organizador	ncfs000	common	***	
peliculas_no_1_17	4	39	para	para	sps00	preposition	***	
peliculas_no_1_17	4	40	tales	tal	dd0cp0	demonstrative	***	
peliculas_no_1_17	4	41	eventos	evento	ncmp000	common	***	
peliculas_no_1_17	4	42	.	.	fp	-	***	

peliculas_no_1_17	5	1	Jane	jane	np00000	proper	***	
peliculas_no_1_17	5	2	va	ir	vmip3s0	main	***	
peliculas_no_1_17	5	3	pasando	pasar	vmg0000	main	***	
peliculas_no_1_17	5	4	de	de	sps00	preposition	***	
peliculas_no_1_17	5	5	una	uno	di0fs0	indefinite	***	
peliculas_no_1_17	5	6	boda	boda	ncfs000	common	***	
peliculas_no_1_17	5	7	en	en	sps00	preposition	***	
peliculas_no_1_17	5	8	otra	otro	pi0fs000	indefinite	***	
peliculas_no_1_17	5	9	,	,	fc	-	***	
peliculas_no_1_17	5	10	en	en	sps00	preposition	***	
peliculas_no_1_17	5	11	la	el	da0fs0	article	***	
peliculas_no_1_17	5	12	que	que	pr0cn000	relative	***	
peliculas_no_1_17	5	13	,	,	fc	-	***	
peliculas_no_1_17	5	14	curiosamente	curiosamente	rg	-	***	
peliculas_no_1_17	5	15	,	,	fc	-	***	
peliculas_no_1_17	5	16	todas	todo	di0fp0	indefinite	***	
peliculas_no_1_17	5	17	le	le	pp3csd00	personal	***	
peliculas_no_1_17	5	18	dicen	decir	vmip3p0	main	***	
peliculas_no_1_17	5	19	lo	el	da0ns0	article	***	
peliculas_no_1_17	5	20	mismo	mismo	aq0ms0	qualificative	***	
peliculas_no_1_17	5	21	:	:	fd	-	***	
peliculas_no_1_17	5	22	¿	¿	fia	-	***	
peliculas_no_1_17	5	23	No	no	rn	negative	***	
peliculas_no_1_17	5	24	es	ser	vsip3s0	semiauxiliary	***	
peliculas_no_1_17	5	25	precioso	precioso	aq0ms0	qualificative	***	
peliculas_no_1_17	5	26	el	el	da0ms0	article	***	
peliculas_no_1_17	5	27	vestido	vestido	ncms000	common	***	
peliculas_no_1_17	5	28	?	?	fit	-	***	

peliculas_no_1_17	6	1	Lo	lo	np00000	proper	***	
peliculas_no_1_17	6	2	bueno	bueno	aq0ms0	qualificative	***	
peliculas_no_1_17	6	3	es	ser	vsip3s0	semiauxiliary	***	
peliculas_no_1_17	6	4	que	que	cs	subordinating	***	
peliculas_no_1_17	6	5	puedes	poder	vmip2s0	main	***	
peliculas_no_1_17	6	6	cortar	cortar	vmn0000	main	***	
peliculas_no_1_17	6	7	lo	lo	pp3cna00	personal	***	
peliculas_no_1_17	6	8	y	y	cc	coordinating	***	
peliculas_no_1_17	6	9	poner	poner	vmn0000	main	***	
peliculas_no_1_17	6	10	te	te	pp2cs000	personal	***	
peliculas_no_1_17	6	11	lo	lo	pp3cna00	personal	***	
peliculas_no_1_17	6	12	de	de	sps00	preposition	***	
peliculas_no_1_17	6	13	nuevo	nuevo	aq0ms0	qualificative	***	
peliculas_no_1_17	6	14	.	.	fp	-	***	

peliculas_no_1_17	7	1	Salta	saltar	vmip3s0	main	-	-	-	
peliculas_no_1_17	7	2	de	de	sps00	preposition	-	-	-	
peliculas_no_1_17	7	3	boda	boda	ncfs000	common	-	-	-	
peliculas_no_1_17	7	4	en	en	sps00	preposition	-	-	-	
peliculas_no_1_17	7	5	boda	boda	ncfs000	common	-	-	-	
peliculas_no_1_17	7	6	hasta	hasta	sps00	preposition	-	-	-	
peliculas_no_1_17	7	7	que	que	pr0cn000	relative	-	-	-	
peliculas_no_1_17	7	8	le	le	pp3csd00	personal	-	-	-	
peliculas_no_1_17	7	9	llegue	llegar	vmsp1s0	main	-	-	-	
peliculas_no_1_17	7	10	su	su	dp3cs0	possessive	-	-	-	
peliculas_no_1_17	7	11	momento	momento	ncms000	common	-	-	-	
peliculas_no_1_17	7	12	,	,	fc	-	-	-	-	
peliculas_no_1_17	7	13	pero	pero	cc	coordinating	-	-	-	
peliculas_no_1_17	7	14	lo	el	da0ns0	article	-	-	-	
peliculas_no_1_17	7	15	que	que	pr0cn000	relative	-	-	-	
peliculas_no_1_17	7	16	hace	hacer	vmip3s0	main	-	-	-	
peliculas_no_1_17	7	17	que	que	cs	subordinating	-	-	-	
peliculas_no_1_17	7	18	se	se	p00cn000	-	-	-	-	
peliculas_no_1_17	7	19	realicen	realizar	vmsp3p0	main	-	-	-	
peliculas_no_1_17	7	20	confesiones	confesión	ncfp000	common	-	-	-	
peliculas_no_1_17	7	21	no	no	rn	negative	no	-	-	
peliculas_no_1_17	7	22	esperadas	esperar	vmp00pf	main	-	-	-	
peliculas_no_1_17	7	23	es	ser	vsip3s0	semiauxiliary	-	-	-	
peliculas_no_1_17	7	24	una	uno	di0fs0	indefinite	-	-	-	
peliculas_no_1_17	7	25	de	de	sps00	preposition	-	-	-	
peliculas_no_1_17	7	26	las	el	da0fp0	article	-	-	-	
peliculas_no_1_17	7	27	últimas	último	ao0fp0	ordinal	-	-	-	
peliculas_no_1_17	7	28	bodas	boda	ncfp000	common	-	-	-	
peliculas_no_1_17	7	29	que	que	pr0cn000	relative	-	-	-	
peliculas_no_1_17	7	30	organiza	organizar	vmip3s0	main	-	-	-	
peliculas_no_1_17	7	31	,	,	fc	-	-	-	-	
peliculas_no_1_17	7	32	la	el	da0fs0	article	-	-	-	
peliculas_no_1_17	7	33	que	que	pr0cn000	relative	-	-	-	
peliculas_no_1_17	7	34	quizás	quizás	rg	-	-	-	-	
peliculas_no_1_17	7	35	le	le	pp3csd00	personal	-	-	-	
peliculas_no_1_17	7	36	lleve	llevar	vmsp3s0	main	-	-	-	
peliculas_no_1_17	7	37	a	a	sps00	preposition	-	-	-	
peliculas_no_1_17	7	38	una	uno	di0fs0	indefinite	-	-	-	
peliculas_no_1_17	7	39	nueva	nuevo	aq0fs0	qualificative	-	-	-	
peliculas_no_1_17	7	40	vida	vida	ncfs000	common	-	-	-	
peliculas_no_1_17	7	41	.	.	fp	-	-	-	-	
peliculas_no_1_17	7	42	,	,	fc	-	-	-	-	
peliculas_no_1_17	7	43	tan	tan	rg	-	-	-	-	
peliculas_no_1_17	7	44	distinta	distinto	aq0fs0	qualificative	-	-	-	
peliculas_no_1_17	7	45	a	a	sps00	preposition	-	-	-	
peliculas_no_1_17	7	46	aquella	aquel	dd0fs0	demonstrative	-	-	-	
peliculas_no_1_17	7	47	que	que	pr0cn000	relative	-	-	-	
peliculas_no_1_17	7	48	le	le	pp3csd00	personal	-	-	-	
peliculas_no_1_17	7	49	hace	hacer	vmip3s0	main	-	-	-	
peliculas_no_1_17	7	50	conservar	conservar	vmn0000	main	-	-	-	
peliculas_no_1_17	7	51	27	27	z	-	-	-	-	
peliculas_no_1_17	7	52	vestidos	vestido	ncmp000	common	-	-	-	
peliculas_no_1_17	7	53	de	de	sps00	preposition	-	-	-	
peliculas_no_1_17	7	54	dama	dama	ncfs000	common	-	-	-	
peliculas_no_1_17	7	55	de	de	sps00	preposition	-	-	-	
peliculas_no_1_17	7	56	honor	honor	ncms000	common	-	-	-	
peliculas_no_1_17	7	57	en	en	sps00	preposition	-	-	-	
peliculas_no_1_17	7	58	su	su	dp3cs0	possessive	-	-	-	
peliculas_no_1_17	7	59	armario	armario	ncms000	common	-	-	-	
peliculas_no_1_17	7	60	:	:	fd	-	-	-	-	
peliculas_no_1_17	7	61	la	el	da0fs0	article	-	-	-	
peliculas_no_1_17	7	62	boda	boda	ncfs000	common	-	-	-	
peliculas_no_1_17	7	63	de	de	sps00	preposition	-	-	-	
peliculas_no_1_17	7	64	su	su	dp3cs0	possessive	-	-	-	
peliculas_no_1_17	7	65	hermana	hermano	ncfs000	common	-	-	-	
peliculas_no_1_17	7	66	pequeña	pequeño	aq0fs0	qualificative	-	-	-	
peliculas_no_1_17	7	67	Tess	tess	np00000	proper	-	-	-	
peliculas_no_1_17	7	68	con	con	sps00	preposition	-	-	-	
peliculas_no_1_17	7	69	su	su	dp3cs0	possessive	-	-	-	
peliculas_no_1_17	7	70	jefe	jefe	ncms000	common	-	-	-	
peliculas_no_1_17	7	71	.	.	fp	-	-	-	-	

peliculas_no_1_17	8	1	MI	mi	np00000	proper	***	
peliculas_no_1_17	8	2	OPINIÓN	opinión	np00000	proper	***	

peliculas_no_1_17	9	1	¿	¿	fia	-	***	
peliculas_no_1_17	9	2	Pero	pero	cc	coordinating	***	
peliculas_no_1_17	9	3	quien	quien	pr0cs000	relative	***	
peliculas_no_1_17	9	4	me	me	pp1cs000	personal	***	
peliculas_no_1_17	9	5	manda	mandar	vmip3s0	main	***	
peliculas_no_1_17	9	6	a	a	sps00	preposition	***	
peliculas_no_1_17	9	7	mi	mi	dp1css	possessive	***	
peliculas_no_1_17	9	8	poner	poner	vmn0000	main	***	
peliculas_no_1_17	9	9	me	me	pp1cs000	personal	***	
peliculas_no_1_17	9	10	a	a	sps00	preposition	***	
peliculas_no_1_17	9	11	ver	ver	vmn0000	main	***	
peliculas_no_1_17	9	12	una	uno	di0fs0	indefinite	***	
peliculas_no_1_17	9	13	película	película	ncfs000	common	***	
peliculas_no_1_17	9	14	de	de	sps00	preposition	***	
peliculas_no_1_17	9	15	bodas	boda	ncfp000	common	***	
peliculas_no_1_17	9	16	?	?	fit	-	***	

peliculas_no_1_17	10	1	Una	uno	di0fs0	indefinite	-	-	-	
peliculas_no_1_17	10	2	comedia	comedia	ncfs000	common	-	-	-	
peliculas_no_1_17	10	3	romántica	romántico	aq0fs0	qualificative	-	-	-	
